0.000000000000000000e+00,0.000000000000000000e+00
7.613093139985418478e-01,8.022507091077418773e-01
1.349961586884945497e+00,1.428681155038863615e+00
1.804535375910030881e+00,1.918372641776617593e+00
2.155008504195019992e+00,2.301700559283185843e+00
2.424674863176772277e+00,2.602274392811313231e+00
2.631634049021153832e+00,2.838445402392225425e+00
2.789949027677275151e+00,3.024478317663054749e+00
2.910545808976929827e+00,3.171461922549282164e+00
3.001912623544232606e+00,3.288016718433228736e+00
3.070643283711528504e+00,3.380844887027333989e+00
3.121859452367492960e+00,3.455157696564188807e+00
3.159538805384682014e+00,3.515007663116926473e+00
3.186770059481313311e+00,3.563546692392120185e+00
3.205951163761649347e+00,3.603226697244294563e+00
3.218943321089575704e+00,3.635955510175735039e+00
3.227190682776519548e+00,3.663218053298146426e+00
3.231813366428184953e+00,3.686170508084408937e+00
3.233679742012977698e+00,3.705713501853371117e+00
3.233462606346426682e+00,3.722548987049683511e+00
3.231682836566228012e+00,3.737224447316818132e+00
3.228743313005127735e+00,3.750167254522796423e+00
3.224955280019952131e+00,3.761711371533107418e+00
3.220558830066167832e+00,3.772118106415009553e+00
3.215738820735674519e+00,3.781592243645936158e+00
3.210637242600587804e+00,3.790294582495534303e+00
3.205362828875671255e+00,3.798351683178587734e+00
3.199998521631433057e+00,3.805863442964219523e+00
3.194607272293747524e+00,3.812908985774164705e+00
3.189236547699551227e+00,3.819551241049132351e+00
3.183921830238092276e+00,3.825840503921528857e+00
