0.000000000000000000e+00,0.000000000000000000e+00
2.889676144552369950e-03,2.975594975701492499e-03
5.775887727770987086e-03,5.947759190962974112e-03
8.658638833854676031e-03,8.916496668943046239e-03
1.153793354219838363e-02,1.188181142807157378e-02
1.441377592739883327e-02,1.484370748205524233e-02
1.728617005926016623e-02,1.780218883988311102e-02
2.015512000279957514e-02,2.075725950583216101e-02
2.302062981825293148e-02,2.370892347947283624e-02
2.588270356108041473e-02,2.665718475567457196e-02
2.874134528197211727e-02,2.960204732461132679e-02
3.159655902685366141e-02,3.254351517176710257e-02
3.444834883689180255e-02,3.548159227794146081e-02
3.729671874850001845e-02,3.841628261925502524e-02
4.014167279334410199e-02,4.134759016715498087e-02
4.298321499834774351e-02,4.427551888842058692e-02
4.582134938569810273e-02,4.720007274516863777e-02
4.865607997285139458e-02,5.012125569485896548e-02
5.148741077253842641e-02,5.303907169029990765e-02
5.431534579277016994e-02,5.595352467965377524e-02
5.713988903684331933e-02,5.886461860644232047e-02
5.996104450334580754e-02,6.177235740955218379e-02
6.277881618616237835e-02,6.467674502324036179e-02
6.559320807448007495e-02,6.757778537713961253e-02
6.840422415279381885e-02,7.047548239626394428e-02
7.121186840091187076e-02,7.336984000101401393e-02
7.401614479396136093e-02,7.626086210718255320e-02
7.681705730239381247e-02,7.914855262595978103e-02
7.961460989199063698e-02,8.203291546393884359e-02
8.240880652386858851e-02,8.491395452312117120e-02
8.519965115448527304e-02,8.779167370092194611e-02
8.798714773564465796e-02,9.066607689017540384e-02
9.077130021450248443e-02,9.353716797914031489e-02
9.355211253357177681e-02,9.640495085150528609e-02
9.632958863072828282e-02,9.926942938639418679e-02
9.910373243921594133e-02,1.021306074583714918e-01
1.018745478876523086e-01,1.049884889374476382e-01
1.046420389000339984e-01,1.078430776890843962e-01
1.074062093957421499e-01,1.106943775742001979e-01
1.101670632895478119e-01,1.135423924491755082e-01
1.129246044916173974e-01,1.163871261658581263e-01
