0.000000000000000000e+00,0.000000000000000000e+00
7.722896303222173860e-03,6.626526891114961106e-03
8.305756699557610701e-03,7.958091404964895421e-03
9.042370915881888654e-03,1.116574401762725210e-02
1.032621163573218225e-02,1.726412188407052545e-02
1.418501474737356334e-02,2.322845169743806629e-02
1.852383797155546241e-02,2.764957657303808089e-02
2.312243614044433293e-02,2.895615260093841598e-02
2.753993243963731227e-02,3.246466899100576564e-02
3.199909564613431789e-02,3.585198432082355863e-02
3.814487757839864213e-02,4.480256228860877987e-02
4.364362885409725501e-02,4.807103006233767045e-02
5.387334271814991915e-02,5.813281078259577295e-02
5.390874554364302046e-02,6.055025841393076730e-02
5.449133115216648476e-02,6.557117219954224085e-02
5.504414506914336036e-02,6.628180825215725103e-02
5.783524941719690032e-02,6.648148459364691676e-02
6.515192006791925561e-02,7.425622421919009231e-02
7.061987168029358608e-02,7.894085583826392083e-02
7.813391835936170371e-02,8.323891707586351940e-02
8.250837669564480004e-02,8.697098907014401414e-02
8.780565469875829809e-02,9.388094892546114401e-02
9.374224849520013114e-02,1.013265262146369472e-01
9.510862218063842466e-02,1.026321565055990093e-01
9.586482436437131216e-02,1.028704560889961012e-01
9.895342776564880483e-02,1.086879036793864384e-01
1.051046419289368566e-01,1.159821532191842863e-01
1.085308903061603658e-01,1.168344870621299270e-01
1.125834899975775710e-01,1.195243956298777666e-01
1.174711907494804947e-01,1.235013676814512157e-01
1.179247595867292525e-01,1.245034945233755852e-01
1.180062229348749492e-01,1.254367692212136065e-01
1.239901207779636055e-01,1.321170854546601936e-01
1.315015026713839685e-01,1.371331959433498004e-01
1.316863915065676072e-01,1.437066752405969094e-01
1.322888833720609336e-01,1.437793259058487150e-01
1.350590199261863522e-01,1.470637347312457044e-01
1.388763232823614913e-01,1.524329967889737347e-01
1.390519778257847672e-01,1.544846402536557972e-01
1.456602424496556414e-01,1.594866176377230382e-01
1.511411533107017702e-01,1.647396394305747080e-01
