0.000000000000000000e+00,0.000000000000000000e+00
7.613093139985419588e-01,8.022507091077424324e-01
1.349961586884945941e+00,1.428681155038863615e+00
1.804535375910031547e+00,1.918372641776617593e+00
2.155008504195020436e+00,2.301700559283185399e+00
2.424674863176772721e+00,2.602274392811312786e+00
2.631634049021154276e+00,2.838445402392224981e+00
2.789949027677275595e+00,3.024478317663054305e+00
2.910545808976930271e+00,3.171461922549281720e+00
3.001912623544233050e+00,3.288016718433228291e+00
3.070643283711528948e+00,3.380844887027333989e+00
3.121859452367493404e+00,3.455157696564189251e+00
3.159538805384682458e+00,3.515007663116926917e+00
3.186770059481313311e+00,3.563546692392120629e+00
3.205951163761648903e+00,3.603226697244295007e+00
3.218943321089575260e+00,3.635955510175735483e+00
3.227190682776519104e+00,3.663218053298146870e+00
3.231813366428184509e+00,3.686170508084409825e+00
3.233679742012977254e+00,3.705713501853372005e+00
3.233462606346426238e+00,3.722548987049684399e+00
3.231682836566227568e+00,3.737224447316819020e+00
3.228743313005127291e+00,3.750167254522797311e+00
3.224955280019951243e+00,3.761711371533108306e+00
3.220558830066166944e+00,3.772118106415010441e+00
3.215738820735673631e+00,3.781592243645937046e+00
3.210637242600586916e+00,3.790294582495535192e+00
3.205362828875670367e+00,3.798351683178588623e+00
3.199998521631431725e+00,3.805863442964220411e+00
3.194607272293746192e+00,3.812908985774165593e+00
3.189236547699549895e+00,3.819551241049133683e+00
3.183921830238090944e+00,3.825840503921530189e+00
